transaction_date,branch_name,region,branch_size,product_category,total_revenue_sar,number_of_transactions,average_basket_sar,payment_method,customer_satisfaction_score
28-09-2024,Riyadh East,Riyadh,Large,Beverages,15643.94,206,75.94,Mastercard,3.9
15-06-2025,Arar Central,Northern Borders,Small,Snacks & Confectionery,2526.18,50,50.52,,3.4
14-11-2025,Abha Central,Asir,Small,Fresh Produce,3135.84,50,,Mada,3.0
28-03-2026,Riyadh South,Riyadh,Large,Frozen Foods,17621.06,240,73.42,Apple Pay,3.9
29-08-2024,Dhahran,Eastern Province,XLarge,Clothing,26100.47,255,102.35,Apple Pay,
22-04-2024,Jubail,Eastern Province,Large,Meat & Poultry,13130.82,137,95.85,Tabby,4.2
24-01-2024,Al Malaz,Riyadh,,Clothing,13517.95,,133.84,STC Pay,3.4
10-11-2025,Hafuf,Eastern Province,Medium,Dairy,3425.32,50,,Mastercard,3.8
06-01-2024,Al Aziziyah,Makkah,,Baby Products,,133,126.05,Mastercard,3.5
05-04-2024,Al Bahah Central,Al Bahah,Small,Fresh Produce,5209.56,55,94.72,Visa,3.6
30-04-2024,Jeddah South,Makkah,Large,Cleaning Supplies,11788.12,,66.23,Mada,3.6
24-02-2024,Makkah City,Makkah,Large,Frozen Foods,10145.62,123,82.48,Cash,3.7
12-02-2024,Jeddah East,Makkah,Large,Frozen Foods,6413.0,71,90.32,Mastercard,3.9
17-02-2026,Buraidah Central,Qassim,Medium,Bakery,3530.86,55,64.2,Mastercard,3.9
17-03-2025,Al Aziziyah,Makkah,Large,Bakery,10861.09,116,93.63,Mada,4.1
06-03-2026,Dhahran,Eastern Province,XLarge,Fresh Produce,22529.33,278,81.04,Mada,
02-10-2025,Bisha,Asir,Medium,Cleaning Supplies,4848.73,71,68.29,Visa,3.8
17-05-2024,Jubail,Eastern Province,Large,Dairy,8489.44,90,94.33,Apple Pay,3.3
24-12-2024,Abha Central,Asir,Small,Snacks & Confectionery,,50,50.76,Mastercard,3.3
04-04-2026,Riyadh Central,Riyadh,Large,Toys,22657.15,245,92.48,Mada,3.9
05-03-2026,Riyadh North,Riyadh,Large,Baby Products,9817.56,79,,Mada,
02-01-2025,Al Wajh,Tabuk,Medium,Household,5698.38,54,105.53,Apple Pay,4.3
17-03-2024,Al Anbariyah,Madinah,Large,Frozen Foods,24197.89,222,109.0,Tamara,4.4
08-03-2025,Riyadh South,Riyadh,,Personal Care,18627.81,194,96.02,Visa,3.8
29-03-2025,Riyadh South,Riyadh,Large,Baby Products,28838.33,267,108.01,Apple Pay,4.0
26-02-2025,Riyadh North,Riyadh,Large,Fresh Produce,7446.22,75,,Mastercard,4.1
11-06-2024,Al Anbariyah,Madinah,Large,Toys,10579.88,117,90.43,Mada,3.6
03-02-2024,Al Khobar,Eastern Province,Large,Fresh Produce,11320.16,131,86.41,STC Pay,3.4
12-01-2025,Hail Central,Hail,Small,Frozen Foods,2738.61,50,54.77,Mada,3.9
15-01-2025,Hafuf,Eastern Province,Medium,Snacks & Confectionery,3814.44,54,70.64,Mada,3.9
17-04-2025,Al Anbariyah,Madinah,Large,Fresh Produce,11835.96,134,88.33,Apple Pay,3.6
05-05-2024,Al Jawf Central,Al Jawf,Small,Electronics,3175.19,50,,Apple Pay,3.4
09-10-2024,Bisha,Asir,Medium,Fresh Produce,5969.97,57,104.74,Visa,
14-01-2024,Unaizah,Qassim,Small,Snacks & Confectionery,2685.65,50,53.71,Mada,3.7
16-12-2024,Al Olaya,Riyadh,Large,Beverages,11025.12,113,97.57,Cash,3.9
14-04-2024,Hail Central,Hail,Small,Beverages,3010.96,50,60.22,Cash,4.4
27-06-2025,Abha Central,Asir,Small,Beverages,2990.3,50,59.81,Mada,3.8
21-12-2025,Hittin,Riyadh,XLarge,Electronics,32071.65,240,133.63,Mada,4.4
12-03-2025,Hail Central,Hail,Small,Personal Care,3946.43,50,78.93,Mada,
07-12-2024,Riyadh Central,Riyadh,Large,Clothing,,178,100.57,Mada,3.2
17-09-2024,Hail Central,Hail,Small,Cleaning Supplies,2216.76,50,44.34,Cash,4.0
22-08-2025,Hafuf,Eastern Province,Medium,Bakery,3860.44,50,77.21,Apple Pay,3.9
16-02-2025,Dammam Central,Eastern Province,Large,Fresh Produce,11554.3,152,76.02,Visa,3.8
12-02-2026,Riyadh North,Riyadh,Large,Fresh Produce,7067.95,76,93.0,Mada,2.9
21-01-2024,Riyadh East,Riyadh,Large,Dairy,12878.42,143,,Apple Pay,4.0
20-04-2026,Riyadh West,Riyadh,Large,Frozen Foods,11971.55,155,77.24,Visa,3.8
14-11-2025,Madinah North,Madinah,Large,Electronics,24915.04,213,116.97,Cash,3.8
08-02-2024,Al Jawf Central,Al Jawf,Small,Dairy,,50,43.57,Apple Pay,
19-05-2025,Buraidah Central,Qassim,Medium,Clothing,6136.64,,122.73,Visa,3.6
13-04-2026,Hittin,Riyadh,XLarge,Personal Care,18953.97,219,86.55,Cash,4.8
09-08-2024,Jeddah North,Makkah,XLarge,Baby Products,23326.22,220,106.03,Visa,3.5
26-08-2024,Madinah North,Madinah,Large,Frozen Foods,10006.47,,90.97,Mada,3.6
19-08-2025,Al Khobar,Eastern Province,Large,Fresh Produce,9327.98,108,86.37,Apple Pay,3.4
29-12-2025,Riyadh West,Riyadh,Large,Dairy,10969.9,158,69.43,Apple Pay,4.0
23-04-2025,Al Rawdah,Makkah,Large,Beverages,8332.8,113,73.74,Apple Pay,3.7
01-04-2024,Al Olaya,Riyadh,Large,Snacks & Confectionery,13808.22,179,77.14,Mastercard,3.4
07-04-2024,Al Anbariyah,Madinah,Large,Cleaning Supplies,24093.23,314,76.73,,3.4
28-08-2024,Al Malaz,Riyadh,Large,Toys,9032.36,,91.24,Visa,2.5
30-05-2024,Hail Central,Hail,Small,Fresh Produce,2693.63,,53.87,Cash,3.6
30-05-2025,Unaizah,Qassim,Small,Baby Products,3347.4,50,66.95,Visa,
12-02-2025,Unaizah,Qassim,Small,Dairy,2145.81,50,42.92,Apple Pay,2.9
30-12-2024,Hail Central,Hail,Small,Frozen Foods,2378.9,50,47.58,Tamara,4.0
06-07-2025,Riyadh Central,Riyadh,Large,Snacks & Confectionery,9295.49,102,91.13,Cash,3.7
23-11-2024,Najran Central,Najran,Medium,Fresh Produce,8101.61,102,,Apple Pay,3.7
03-04-2024,Bisha,Asir,Medium,Clothing,12648.1,129,98.05,Visa,3.9
21-11-2025,Al Bahah Central,Al Bahah,,Dairy,3236.86,50,64.74,Mastercard,3.2
13-01-2026,Arar Central,Northern Borders,Small,Personal Care,2464.53,50,49.29,STC Pay,3.4
11-11-2025,Najran Central,Najran,Medium,Dairy,5108.55,66,,Mada,4.4
20-03-2026,Al Malaz,Riyadh,Large,Fresh Produce,13560.38,146,92.88,Mada,4.4
30-06-2024,Madinah North,Madinah,Large,Clothing,15367.38,150,102.45,Visa,3.9
19-04-2024,Hafuf,Eastern Province,Medium,Beverages,8294.05,109,76.09,Apple Pay,4.4
05-07-2024,Bisha,Asir,Medium,Electronics,7518.49,60,125.31,Mada,3.3
27-01-2025,Khamis Mushait,Asir,Small,Frozen Foods,1991.08,,39.82,Mada,3.0
08-04-2025,Dammam Central,Eastern Province,Large,Fresh Produce,11436.56,124,92.23,Mada,3.6
30-12-2024,Jeddah South,Makkah,Large,Bakery,9143.28,128,71.43,Mada,4.1
08-05-2024,Unaizah,Qassim,Small,Baby Products,1795.95,50,35.92,Apple Pay,3.6
21-08-2024,Al Jawf Central,Al Jawf,Small,Cleaning Supplies,1934.44,50,38.69,Mada,4.0
03-06-2024,Najran Central,Najran,Medium,Frozen Foods,5230.07,58,90.17,Visa,3.3
01-04-2024,Riyadh West,Riyadh,Large,,11840.53,178,66.52,Visa,4.1
01-01-2025,Madinah North,Madinah,Large,Baby Products,11664.09,117,99.69,Mada,3.9
20-04-2024,Tabuk Central,Tabuk,Medium,Beverages,7253.68,82,88.46,Cash,3.6
11-09-2024,Jeddah East,Makkah,Large,Bakery,6095.92,83,73.44,Cash,3.4
18-06-2024,Riyadh North,Riyadh,Large,Baby Products,9199.18,96,,Mada,4.5
07-05-2024,Al Anbariyah,Madinah,Large,Beverages,9027.79,112,80.61,STC Pay,3.7
15-02-2025,Tabuk Central,Tabuk,Medium,Beverages,7527.63,97,77.6,STC Pay,3.5
01-03-2026,Riyadh West,Riyadh,Large,Toys,15036.86,164,91.69,Visa,3.7
16-01-2026,Unaizah,Qassim,Small,Meat & Poultry,2408.53,50,48.17,Cash,
22-03-2024,Dammam Central,Eastern Province,Large,Meat & Poultry,22325.04,231,96.65,Cash,3.9
07-02-2025,Jeddah East,Makkah,Large,Baby Products,13878.47,134,103.57,Visa,
24-09-2025,Unaizah,Qassim,Small,Bakery,2146.72,50,42.93,Mada,3.3
25-01-2025,Al Jawf Central,Al Jawf,Small,Toys,,50,69.01,,3.3
17-11-2024,Al Anbariyah,Madinah,Large,Electronics,24857.51,162,153.44,Cash,3.6
04-01-2025,Najran Central,Najran,Medium,Cleaning Supplies,5314.97,,68.14,Cash,3.7
13-03-2024,Hittin,Riyadh,XLarge,Beverages,23549.66,302,77.98,Mada,3.4
31-07-2024,Bisha,Asir,Medium,,3657.77,58,63.06,Visa,3.4
11-06-2025,Al Olaya,Riyadh,Large,Dairy,8078.6,105,76.94,,3.9
06-04-2026,Dhahran,Eastern Province,XLarge,Household,16824.65,173,97.25,Mada,4.0
20-01-2025,Al Khobar,Eastern Province,Large,Toys,11628.03,111,104.76,STC Pay,4.2
24-05-2025,Al Wajh,Tabuk,Medium,Dairy,6006.74,73,82.28,Mada,3.4
18-11-2024,Dhahran,Eastern Province,XLarge,Meat & Poultry,20219.79,202,100.1,Mada,4.4
25-02-2026,Dhahran,Eastern Province,XLarge,,,166,67.73,Apple Pay,3.7
11-03-2025,Riyadh North,Riyadh,Large,Snacks & Confectionery,10535.54,121,87.07,Apple Pay,4.3
27-02-2026,Jeddah East,Makkah,Large,Toys,,97,115.93,Mada,3.3
10-09-2025,Qatif,Eastern Province,XLarge,Bakery,14641.18,160,91.51,Mastercard,3.9
01-05-2024,Jeddah East,Makkah,Large,Dairy,6752.67,100,67.53,Apple Pay,3.6
04-05-2025,Al Wajh,Tabuk,Medium,Beverages,6853.69,77,89.01,Apple Pay,3.5
21-03-2024,Al Olaya,Riyadh,Large,Toys,13582.5,120,113.19,Mada,3.5
14-04-2026,Al Jawf Central,Al Jawf,Small,,,50,71.87,,4.2
16-01-2024,Unaizah,Qassim,Small,Personal Care,1714.61,50,34.29,Mada,3.8
26-07-2025,Al Bahah Central,Al Bahah,Small,Cleaning Supplies,2119.18,50,42.38,Visa,4.0
01-04-2026,Riyadh Central,Riyadh,Large,Fresh Produce,10208.93,123,83.0,Apple Pay,3.6
15-10-2025,Jeddah South,Makkah,Large,Electronics,17150.18,144,119.1,STC Pay,4.3
23-01-2026,Madinah Central,Madinah,Small,Beverages,2891.98,50,57.84,Mada,3.8
09-02-2026,Khamis Mushait,Asir,Small,Beverages,1808.14,50,36.16,Apple Pay,4.2
28-06-2024,Al Jawf Central,Al Jawf,Small,Fresh Produce,,50,45.72,Apple Pay,4.6
28-11-2024,Al Jawf Central,Al Jawf,Small,Meat & Poultry,3780.35,50,75.61,Tabby,4.2
17-09-2024,Al Wajh,Tabuk,Medium,Meat & Poultry,5331.9,51,104.55,Mada,4.0
20-07-2024,Jeddah North,Makkah,XLarge,Electronics,39235.76,258,152.08,Mada,5.0
27-02-2026,Al Khobar,Eastern Province,Large,Frozen Foods,11109.45,137,81.09,Mada,3.3
06-04-2025,Al Malaz,Riyadh,Large,Frozen Foods,15263.15,191,79.91,Mada,3.6
16-05-2025,Jeddah South,Makkah,Large,Fresh Produce,9674.24,121,79.95,Visa,
19-04-2026,Jeddah South,Makkah,Large,Beverages,11751.65,150,78.34,Mastercard,4.5
09-09-2024,Khamis Mushait,Asir,Small,Bakery,2047.97,50,40.96,Mada,3.9
15-09-2025,Khamis Mushait,Asir,Small,Baby Products,3086.58,50,61.73,,3.8
04-12-2024,Madinah Central,Madinah,Small,,2618.39,50,52.37,Apple Pay,3.3
11-06-2025,Al Olaya,Riyadh,Large,,5808.48,72,80.67,Visa,3.7
19-12-2024,Al Wajh,Tabuk,Medium,Dairy,6785.18,76,89.28,Mastercard,3.8
24-09-2024,Abha Central,Asir,Small,,2727.41,50,54.55,Apple Pay,4.0
09-09-2025,Najran Central,Najran,Medium,Beverages,4895.28,64,76.49,Cash,3.4
03-09-2024,Jubail,Eastern Province,Large,Fresh Produce,10201.03,115,88.7,Tabby,3.5
22-01-2026,Unaizah,Qassim,Small,Personal Care,2200.13,50,,Tamara,3.6
10-06-2025,Buraidah Central,Qassim,Medium,Cleaning Supplies,4362.72,61,71.52,Visa,3.4
15-08-2025,Najran Central,Najran,,Snacks & Confectionery,6109.84,62,98.55,Apple Pay,4.9
16-09-2024,Makkah City,Makkah,Large,Electronics,12340.72,79,156.21,Mastercard,3.3
28-12-2025,Khamis Mushait,Asir,Small,Dairy,2726.11,50,54.52,Apple Pay,3.2
29-08-2025,Madinah Central,Madinah,Small,Household,2905.3,50,58.11,Apple Pay,3.7
31-01-2024,Al Bahah Central,Al Bahah,Small,Snacks & Confectionery,1805.18,50,36.1,Visa,3.8
13-06-2025,Jeddah East,Makkah,Large,Cleaning Supplies,11554.75,160,72.22,Visa,3.9
15-04-2026,Riyadh East,Riyadh,Large,Fresh Produce,9234.56,89,103.76,Cash,4.0
09-12-2025,Riyadh West,Riyadh,Large,Beverages,10408.11,116,89.73,Cash,4.6
02-01-2026,Najran Central,Najran,Medium,Electronics,8201.34,52,157.72,,
27-01-2025,Abha Central,Asir,Small,Dairy,2047.0,50,40.94,Mada,2.7
18-10-2025,Madinah North,Madinah,,Personal Care,19934.79,231,86.3,Apple Pay,3.5
07-03-2025,Dammam Central,Eastern Province,Large,,21223.33,246,86.27,Cash,3.6
02-05-2026,Jubail,Eastern Province,Large,Fresh Produce,15108.52,134,112.75,,4.2
13-04-2025,Riyadh North,Riyadh,Large,Meat & Poultry,23281.25,184,,Mada,4.2
24-03-2025,Khamis Mushait,Asir,Small,Meat & Poultry,4588.54,50,91.77,Cash,2.7
15-11-2025,Al Wajh,Tabuk,Medium,Dairy,6874.7,,96.83,STC Pay,3.5
26-12-2025,Al Malaz,Riyadh,Large,Snacks & Confectionery,10117.27,147,68.82,,4.0
02-01-2024,Al Khobar,Eastern Province,Large,Household,11648.11,97,,Visa,
12-02-2024,Najran Central,Najran,,Electronics,6190.98,52,119.06,Apple Pay,3.5
05-03-2025,Al Wajh,Tabuk,Medium,Dairy,6916.12,74,93.46,Visa,3.3
01-02-2025,Jeddah South,Makkah,Large,Frozen Foods,13519.49,155,87.22,Visa,3.6
12-10-2025,Buraidah Central,Qassim,Medium,Beverages,7103.17,100,71.03,Mastercard,3.3
01-02-2024,Abha Central,Asir,Small,Personal Care,2066.47,50,41.33,Mada,3.7
06-08-2025,Riyadh West,Riyadh,Large,Meat & Poultry,10972.05,107,102.54,Mada,4.0
19-12-2025,Al Wajh,Tabuk,Medium,Meat & Poultry,10214.09,105,97.28,Visa,3.8
24-01-2025,Jeddah East,Makkah,Large,Baby Products,10145.49,98,103.53,Cash,4.6
22-05-2024,Abha Central,Asir,Small,Frozen Foods,2542.93,50,50.86,Visa,3.3
16-04-2025,Hittin,Riyadh,XLarge,Dairy,17585.2,183,96.09,Mastercard,3.6
13-03-2026,Jeddah East,Makkah,Large,Household,11143.85,124,89.87,Visa,3.8
14-10-2024,Jeddah North,Makkah,XLarge,Toys,13575.26,137,99.09,Cash,4.0
08-12-2024,Najran Central,Najran,Medium,Electronics,11568.21,73,158.47,Mastercard,4.0
08-01-2026,Al Anbariyah,Madinah,Large,Dairy,9706.01,103,,Apple Pay,3.6
03-05-2026,Al Bahah Central,Al Bahah,Small,Dairy,3063.44,50,61.27,Cash,3.9
09-05-2024,Jeddah North,Makkah,XLarge,Meat & Poultry,24114.1,248,97.23,Mastercard,4.6
09-10-2025,Riyadh West,Riyadh,Large,Cleaning Supplies,8801.43,130,67.7,,3.9
15-04-2025,Riyadh South,Riyadh,Large,Snacks & Confectionery,8530.69,,90.75,Apple Pay,4.3
08-01-2026,Jubail,Eastern Province,Large,Dairy,10419.78,,97.38,Mada,3.8
06-07-2024,Buraidah Central,Qassim,Medium,Dairy,4998.83,,81.95,Cash,4.0
24-03-2026,Unaizah,Qassim,Small,Electronics,3763.23,50,75.26,Apple Pay,3.6
03-04-2024,Riyadh South,Riyadh,Large,Meat & Poultry,16356.8,119,137.45,Mada,3.1
18-11-2024,Al Malaz,Riyadh,Large,Fresh Produce,8367.08,107,78.2,Mastercard,4.0
16-04-2026,Madinah Central,Madinah,Small,Beverages,3163.35,,63.27,Cash,4.0
30-08-2025,Al Wajh,Tabuk,Medium,Electronics,9229.73,83,,Mada,3.9
31-05-2025,Al Malaz,Riyadh,Large,Dairy,12756.45,172,74.17,Mastercard,3.9
24-04-2025,Buraidah Central,Qassim,Medium,Household,6684.47,59,113.3,Apple Pay,4.4
14-05-2024,Hafuf,Eastern Province,Medium,Dairy,4323.18,53,81.57,Cash,3.9
24-05-2024,Al Jawf Central,Al Jawf,Small,Bakery,2813.35,50,56.27,Visa,3.5
28-02-2026,Al Rawdah,Makkah,Large,Electronics,21172.17,147,144.03,Cash,3.5
15-08-2024,Bisha,Asir,Medium,Electronics,7930.22,70,113.29,Mada,4.2
24-03-2025,Abha Central,Asir,Small,Frozen Foods,2705.31,50,54.11,Mada,4.0
19-02-2025,Riyadh South,Riyadh,Large,Baby Products,12146.37,112,108.45,Mastercard,3.6
17-07-2024,Hail Central,Hail,Small,Bakery,1777.81,50,35.56,Mada,3.4
14-07-2025,Al Aziziyah,Makkah,Large,,7529.5,93,80.96,Mada,4.3
19-02-2025,Dhahran,Eastern Province,XLarge,Household,20302.69,189,107.42,Cash,4.4
06-02-2025,Riyadh South,Riyadh,Large,Personal Care,8984.04,88,102.09,Mada,3.0
12-06-2024,Bisha,Asir,Medium,Fresh Produce,3776.05,50,75.52,Visa,3.5
19-04-2024,Jubail,Eastern Province,Large,Personal Care,11828.81,115,102.86,Cash,
27-08-2024,Al Olaya,Riyadh,Large,Fresh Produce,7064.99,65,108.69,Apple Pay,4.0
25-05-2024,Riyadh North,Riyadh,Large,Dairy,11140.4,163,68.35,Mastercard,3.7
04-12-2025,Riyadh South,Riyadh,Large,Fresh Produce,,117,111.43,,3.6
16-12-2025,Dammam Central,Eastern Province,Large,Toys,14214.16,179,79.41,STC Pay,4.0
05-07-2024,Makkah City,Makkah,Large,Dairy,9783.38,136,71.94,Visa,3.9
30-05-2026,Jeddah South,Makkah,Large,Snacks & Confectionery,12020.48,171,70.3,Cash,3.7
11-12-2024,Hittin,Riyadh,XLarge,Toys,17069.8,156,109.42,STC Pay,4.6
26-03-2025,Al Anbariyah,Madinah,Large,Personal Care,16683.52,142,117.49,Mada,3.7
12-04-2024,Al Bahah Central,Al Bahah,Small,Toys,4092.91,50,81.86,Mada,2.7
21-10-2025,Abha Central,Asir,Small,Bakery,1414.51,50,28.29,Cash,3.3
06-02-2025,Riyadh Central,Riyadh,,Clothing,10419.51,80,130.24,,3.8
04-01-2024,Hittin,Riyadh,XLarge,Fresh Produce,14662.55,132,111.08,Mada,
02-06-2025,Riyadh East,Riyadh,Large,Baby Products,10180.61,88,115.69,Cash,3.6
14-08-2024,Al Olaya,Riyadh,Large,Meat & Poultry,14206.83,135,105.24,STC Pay,4.3
02-01-2025,Unaizah,Qassim,Small,Frozen Foods,1991.56,50,39.83,Mastercard,3.5
13-03-2024,Khamis Mushait,Asir,Small,Meat & Poultry,3088.07,50,61.76,STC Pay,3.7
21-10-2025,Riyadh Central,Riyadh,Large,Personal Care,7789.02,96,81.14,STC Pay,3.7
04-01-2026,Khamis Mushait,Asir,Small,Dairy,2512.0,50,50.24,STC Pay,3.6
27-05-2025,Najran Central,Najran,Medium,Toys,,50,85.48,Tabby,3.5
10-11-2024,Al Khobar,Eastern Province,Large,Baby Products,18015.73,162,111.21,Mada,3.4
06-02-2025,Riyadh Central,Riyadh,Large,,11191.15,115,97.31,Mada,3.7
28-04-2026,Hafuf,Eastern Province,,Beverages,4071.94,57,71.44,Mada,4.0
04-02-2025,Makkah City,Makkah,,Fresh Produce,7076.96,79,89.58,Mada,4.0
12-08-2024,Jeddah North,Makkah,XLarge,Dairy,15298.6,218,70.18,Cash,4.1
08-08-2025,Riyadh East,Riyadh,Large,Cleaning Supplies,7674.12,95,,Mastercard,3.8
23-07-2025,Unaizah,Qassim,Small,Household,2765.38,50,55.31,Mada,
31-03-2024,Hittin,Riyadh,XLarge,Beverages,31098.29,408,76.22,Visa,4.9
12-04-2025,Qatif,Eastern Province,XLarge,Cleaning Supplies,23597.62,310,76.12,Apple Pay,4.0
06-04-2025,Unaizah,Qassim,Small,Household,3711.21,50,74.22,Mada,3.5
20-06-2024,Dhahran,Eastern Province,XLarge,Bakery,12406.68,188,65.99,Mada,3.3
27-03-2026,Jeddah East,Makkah,Large,Toys,10099.7,104,97.11,Mada,3.9
26-01-2024,Arar Central,Northern Borders,Small,Fresh Produce,2968.62,50,59.37,Cash,3.9
12-05-2026,Hafuf,Eastern Province,Medium,Toys,3998.75,50,79.97,Mada,2.9
24-10-2025,Al Olaya,Riyadh,Large,Frozen Foods,14720.12,145,101.52,Mada,4.2
15-03-2026,Buraidah Central,Qassim,Medium,Personal Care,6123.19,64,95.67,Cash,3.7
02-03-2026,Al Olaya,Riyadh,Large,Beverages,7183.48,85,84.51,Mada,3.9
17-01-2026,Al Malaz,Riyadh,Large,Dairy,12852.16,176,73.02,Mastercard,3.2
25-01-2025,Al Olaya,Riyadh,,Electronics,20536.77,129,159.2,Tamara,3.9
30-08-2024,Qatif,Eastern Province,XLarge,Frozen Foods,19483.97,239,81.52,Apple Pay,5.0
04-06-2025,Jeddah North,Makkah,XLarge,Beverages,17208.89,175,98.34,Visa,4.5
14-11-2024,Qatif,Eastern Province,XLarge,Clothing,29477.2,307,96.02,Cash,3.9
25-02-2024,Riyadh Central,Riyadh,Large,Bakery,8344.52,102,,Cash,3.4
18-05-2024,Madinah Central,Madinah,Small,Fresh Produce,3430.02,50,68.6,Mada,3.3
18-01-2026,Al Rawdah,Makkah,Large,Frozen Foods,10026.71,115,87.19,Cash,3.8
03-01-2025,Tabuk Central,Tabuk,,Toys,6647.59,75,88.63,Mastercard,3.7
06-02-2024,Makkah City,Makkah,Large,Baby Products,10659.82,92,115.87,Mastercard,3.2
12-08-2024,Jeddah North,Makkah,XLarge,Fresh Produce,17715.35,,92.27,Mada,4.6
06-09-2024,Al Olaya,Riyadh,Large,Fresh Produce,11532.98,148,77.93,Apple Pay,3.5
05-04-2024,Al Jawf Central,Al Jawf,Small,Cleaning Supplies,4078.26,50,81.57,Mada,4.8
18-12-2024,Riyadh South,Riyadh,Large,Personal Care,13116.07,162,80.96,Mada,3.8
30-12-2024,Arar Central,Northern Borders,Small,Personal Care,2399.16,50,47.98,Mada,3.7
04-09-2025,Jeddah South,Makkah,Large,Toys,8416.09,99,85.01,Tabby,3.2
25-04-2025,Riyadh West,Riyadh,Large,Snacks & Confectionery,12069.21,120,100.58,STC Pay,2.9
02-05-2024,Al Rawdah,Makkah,Large,Electronics,17373.55,120,144.78,Tabby,3.3
20-04-2026,Unaizah,Qassim,Small,Personal Care,2330.12,50,46.6,Mada,4.3
05-03-2025,Hittin,Riyadh,XLarge,Household,27891.89,264,105.65,Visa,4.4
11-05-2026,Abha Central,Asir,Small,Baby Products,2215.16,50,44.3,Tabby,3.7
18-12-2025,Madinah Central,Madinah,Small,Fresh Produce,2534.69,50,50.69,Apple Pay,3.5
05-01-2025,Abha Central,Asir,Small,Personal Care,2356.26,50,47.13,Apple Pay,3.6
04-02-2025,Al Wajh,Tabuk,Medium,Toys,5818.31,63,92.35,Mada,3.9
04-08-2025,Madinah Central,Madinah,,Electronics,2741.27,50,54.83,Mada,3.4
29-01-2025,Jeddah South,Makkah,Large,Cleaning Supplies,6411.75,69,92.92,Mada,3.9
18-09-2024,Jeddah North,Makkah,XLarge,Meat & Poultry,17207.05,133,129.38,Apple Pay,3.7
29-09-2024,Jubail,Eastern Province,Large,Fresh Produce,14705.62,164,89.67,Visa,4.3
30-06-2025,Riyadh East,Riyadh,Large,Baby Products,10816.52,106,102.04,Mastercard,4.3
31-05-2024,Tabuk Central,Tabuk,Medium,Frozen Foods,6355.1,83,76.57,Mastercard,4.1
26-09-2024,Khamis Mushait,Asir,Small,,2207.37,50,44.15,STC Pay,3.4
16-04-2025,Al Khobar,Eastern Province,Large,Fresh Produce,14580.51,153,95.3,Cash,2.8
29-08-2024,Unaizah,Qassim,Small,Dairy,,50,33.64,Apple Pay,3.7
24-12-2025,Al Malaz,Riyadh,Large,Snacks & Confectionery,11970.41,147,81.43,Mada,3.5
06-01-2026,Abha Central,Asir,Small,,1639.57,50,32.79,Mada,
04-12-2024,Al Bahah Central,Al Bahah,,Meat & Poultry,3606.27,50,72.13,Mastercard,3.0
09-01-2026,Dammam Central,Eastern Province,Large,Cleaning Supplies,11678.06,157,74.38,,3.6
31-07-2025,Abha Central,Asir,Small,Snacks & Confectionery,1929.69,,38.59,STC Pay,3.8
26-01-2025,Al Jawf Central,Al Jawf,Small,Electronics,5266.25,50,105.33,Mada,3.9
23-01-2024,Abha Central,Asir,Small,,1816.29,50,36.33,STC Pay,3.8
04-06-2025,Dhahran,Eastern Province,XLarge,Meat & Poultry,14222.96,142,100.16,Visa,3.6
10-02-2025,Khamis Mushait,Asir,Small,Beverages,1588.6,50,31.77,STC Pay,4.5
09-04-2025,Riyadh Central,Riyadh,Large,Dairy,12383.92,138,89.74,Apple Pay,3.6
29-01-2025,Jeddah East,Makkah,Large,Snacks & Confectionery,6685.9,66,101.3,Mastercard,3.7
28-10-2025,Al Anbariyah,Madinah,Large,Fresh Produce,10181.8,126,80.81,Mada,3.6
12-11-2024,Jubail,Eastern Province,Large,Snacks & Confectionery,8032.77,96,83.67,Mada,3.9
19-08-2024,Arar Central,Northern Borders,Small,Cleaning Supplies,1356.0,50,,Cash,3.2
27-06-2025,Al Bahah Central,Al Bahah,Small,Cleaning Supplies,2587.82,50,51.76,Cash,3.1
17-01-2026,Abha Central,Asir,Small,Fresh Produce,3237.87,50,,,3.8
26-01-2026,Dammam Central,Eastern Province,Large,Beverages,9953.13,136,73.18,Apple Pay,4.1
30-09-2024,Al Anbariyah,Madinah,Large,Clothing,13847.83,129,107.35,Cash,3.2
25-10-2025,Jeddah South,Makkah,Large,Clothing,24030.68,,107.28,Mada,3.8
29-01-2026,Qatif,Eastern Province,XLarge,Bakery,16261.19,212,76.7,Mada,3.6
20-02-2025,Jubail,Eastern Province,Large,,7237.17,71,101.93,STC Pay,3.6
20-02-2026,Riyadh East,Riyadh,Large,Meat & Poultry,14559.15,113,128.84,Mada,
29-11-2024,Abha Central,Asir,Small,Clothing,4294.39,50,85.89,Cash,3.6
10-05-2025,Jeddah North,Makkah,XLarge,Fresh Produce,28186.42,266,105.96,Mada,3.7
02-05-2024,Al Aziziyah,Makkah,Large,Personal Care,9842.49,92,106.98,Visa,4.3
26-02-2026,Hittin,Riyadh,XLarge,Frozen Foods,18887.65,,87.04,Visa,5.0
22-07-2024,Riyadh East,Riyadh,Large,Meat & Poultry,8198.06,69,118.81,Mastercard,4.5
05-03-2026,Buraidah Central,Qassim,Medium,Cleaning Supplies,4504.54,50,90.09,Visa,3.3
13-03-2026,Al Bahah Central,Al Bahah,Small,Fresh Produce,2565.81,50,51.32,Visa,3.3
28-08-2024,Al Rawdah,Makkah,,,7465.66,89,83.88,Apple Pay,3.9
09-09-2025,Buraidah Central,Qassim,Medium,Electronics,7443.03,54,137.83,Mada,4.3
